,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
4,0.122001,0, ,0.511278,0.426933,0.436103, , , ,0.39752, ,0.378656, ,0.156528, ,0, , , 
6,0.573227,0.344486, ,0.344632,0.262518,0.347527, , , ,0.369383, ,0.292613, ,0.046806, ,0.01049, , , 
8,0.698173,0.787634, ,0.71189,0.850388,0.40748, , , ,0.63521, ,1.02536, ,0.138974, ,0.017803, , , 
10,0.784521,0.582892, ,0.845672,0.70142,0.670944, , , ,45.1428, ,0.441186, ,4.62149, ,0.010194, , , 
16, , , , , , ,58.8177,21.4316,57.7484, ,22.722, ,46.6254, ,55.9903, ,61.7264,0.03662, 
18, , , , , , ,40.8419,52.244,67.5898, ,47.3129, ,54.499, ,41.1921, ,52.4214,45.8529, 
20, , , , , , ,17.8074,44.5947,50.2626, ,61.144, ,0.699012, ,51.3472, ,51.4473,64.3695, 
22, , , , , , ,0.72373,59.4118,47.5246, ,44.5033, ,49.9935, ,133.112, ,42.8144,94.0554, 
24, , , , , , ,58.782,52.9151,98.5954, ,49.6893, ,155.24, ,96.7399, ,146.057,57.1084, 
26, , , , , , ,46.4253,48.3465,96.8108, ,136.58, ,140.388, ,153.763, ,99.861,211.802, 
28, , , , , , ,0.941136,44.3117,49.0089, ,193.401, ,50.2341, ,216.754, ,185.89,198.987, 
30, , , , , , ,48.739,17.1562,103.806, ,145.232, ,125.426, ,120.239, ,132.77,117.555, 
50, , , , , , ,44.3881, , ,96.4059, , , , ,114.873, , , ,80.5586
60, , , , , , ,39.9474, , ,0.84924, , , , ,265.748, , , ,150.352
70, , , , , , ,1.00856, , ,96.1769, , , , ,39.7205, , , ,253.682
80, , , , , , ,0.747665, , ,157.096, , , , ,225.306, , , ,143.687
90,0.976784, ,0.734031, ,0.684358, ,0.745812, , ,105.324, , , , ,38.6097, , , ,31.3719
92,0.670504, ,0.557017, ,0.826344, , , , , , , , , , , , , , 
94,0.850475, ,0.860876, ,0.809628, , , , , , , , , , , , , , 
96,0.729519, ,0.682609, ,0.676373, , , , , , , , , , , , , , 
98,0.341049, ,0.722678, ,0.924143, , , , , , , , , , , , , , 
100,0.780185, ,0.529281, ,0.654773, ,14.0667, , ,124.45, , , , ,117.322, , , ,232.672
